ID,Fraud,Title,Description,Architectural Style,Property Types,Interior/Exterior,Feature
b660,AI,Contemporary Colonial Home with Beige Facade,"A modern take on a colonial-style home features a beige stucco facade, a gray shingle roof, white columns, and large windows with black trim.",,,,
b661,AI,Classic Greek Revival Home with White Facade,"A historic Greek Revival home features a white stucco facade, a black shingle roof, a prominent portico with Doric columns, and symmetrical placement of windows.",,,,
b662,AI,Colonial Revival Mansion with Brick Facade,"A grand Colonial Revival mansion features a red brick facade, a steeply pitched roof, white trim, and multiple bay windows, exuding classic elegance.",,,,
b663,AI,Modern Farmhouse with Stone and Wood Accents,"A contemporary farmhouse with a beige facade features stone accents, a dark shingle roof, large windows, and a wraparound porch, illuminated by warm lighting at dusk.",,,,
b664,AI,Prairie-Style Mansion with Stone Facade,"A grand Prairie-style mansion features a buff-colored stucco facade, a steeply pitched roof with dark shingles, a prominent portico with tapered columns, and large, rectangular windows.",,,,
b665,AI,Craftsman-Style Ranch House with Tan Facade,"A classic Craftsman-style ranch house features a tan stucco facade, a shingled roof, a wraparound porch with exposed rafters, and large windows with divided lights.",,,,
b666,AI,Modern Minimalist Home with Wood Accents,"A contemporary home with a flat roof features a clean white facade, complemented by warm wood accents and large windows that offer ample natural light.",,,,
b667,AI,Contemporary Modern Home with Wood and White Facade,"A contemporary home with a pitched roof features a white facade, complemented by dark wood cladding, large glass windows, and a modern garage door.",,,,
b668,AI,Modern Minimalist Home with Glass Atrium,"A contemporary home with a clean white facade features a tall glass atrium, large windows, and a flat roof, creating a bright and open interior space.",,,,
b669,AI,Modern Minimalist Home with Glass Facade,"A contemporary home with a white facade features a cantilevered upper level, large glass windows, and a wooden overhang, creating a seamless transition between indoor and outdoor living spaces.",,,,
b670,AI,Modern Minimalist Home with Arched Window,"A contemporary home with a white stucco facade features a large arched window, a flat roof, and a reflecting pool, creating a serene and minimalist aesthetic.",,,,
b671,AI,Sleek Modern Minimalist Villa with White Stucco Exterior,"A modern minimalist villa with a white stucco exterior, flat roof, and large glass windows showcasing a bright and airy interior.",,,,
b672,AI,Contemporary Two-Story Villa,"A contemporary two-story villa featuring a white stucco exterior, flat roof, large glass windows, and a wooden accent wall, showcasing a modern and elegant design.",,,,
b673,AI,"Sleek Modern Villa with White Stucco Exterior, Flat Roof, and Large Glass Windows.","A modern minimalist villa with a white stucco exterior, flat roof, and large glass windows showcasing a bright and airy interior.",,,,
b674,AI,"Contemporary Modern House with White Stucco Exterior, Flat Roof, and Large Glass","A contemporary modern house featuring a white stucco exterior, flat roof, large glass windows, and a contrasting black wood accent wall, creating a sleek and stylish design.",,,,
b675,AI,Modern Luxury Residence,"A modern luxury residence featuring a white stucco exterior, flat roof, expansive glass windows, and a stunning outdoor pool, offering breathtaking views and a luxurious lifestyle.",,,,
b676,AI,Minimalist Modern House,"A minimalist modern house featuring a white stucco exterior, flat roof, large glass windows, and a sleek swimming pool, creating a serene and contemporary atmosphere.",,,,
b677,AI,Contemporary Modern House,"A contemporary modern house featuring a white stucco exterior, flat roof, large glass windows, a wooden ceiling accent, and lush greenery, creating a harmonious and inviting atmosphere.",,,,
b678,AI,Modern Minimalist House,"A modern minimalist house featuring a white stucco exterior, flat roof, large glass windows, and a wooden deck, surrounded by lush greenery and a peaceful natural setting.",,,,
b679,AI,Traditional Brick House,"A traditional brick house with a gable roof, white trim, and large windows, featuring a classic and timeless design.",,,,
b680,AI,Contemporary Two-Story House,"A contemporary two-story house featuring a yellow stucco exterior, flat roof, vertical windows, and intricate latticework detailing, creating a modern and stylish design.",,,,
b681,AI,Modern Urban Apartment Building,"A modern urban apartment building featuring a black facade, large glass windows, and wooden accents, creating a sleek and contemporary design.",,,,
b682,AI,Historic Brick Building,"A historic brick building with large glass windows, wooden accents, and a flat roof, showcasing a classic and elegant design.",,,,
b683,AI,Traditional Wooden House,"A traditional wooden house with a green roof, large windows, and a warm, inviting atmosphere, showcasing a rustic and charming design.",,,,
b684,AI,Traditional Chinese House,"A traditional Chinese house featuring a tiled roof, wooden structure, shoji windows, and a serene garden setting, showcasing a classic and elegant design.",,,,
b685,AI,Traditional Japanese House,"A traditional Japanese house featuring a wooden structure, tiled roof, white facade, and a peaceful garden setting with a horse, showcasing a serene and idyllic atmosphere.",,,,
b686,AI,Contemporary Two-Story House with Brown Stucco Exterior,"A contemporary two-story house featuring a brown stucco exterior, terracotta tile roof, white windows, and a balcony, showcasing a modern and inviting design.",,,,
b687,AI,Modern Minimalist House with White Stucco Exterior,"A modern minimalist house featuring a white stucco exterior, flat roof, expansive glass windows, and a serene outdoor setting, creating a peaceful and contemporary atmosphere.",,,,
b688,AI,Contemporary Modern House with Beige Stucco Exterior,"A contemporary modern house featuring a white stucco exterior, a striking red flat roof, large glass windows, and a swimming pool, creating a bold and eye-catching design.",,,,
b689,AI,Modern Minimalist House,"A modern minimalist house featuring a beige stucco exterior, flat roof, large glass windows, and a wooden accent wall, creating a serene and contemporary atmosphere.",,,,
b690,AI,Contemporary Modern House with Gray Stucco Exterior,"A contemporary modern house featuring a gray stucco exterior, flat roof, large glass windows, a wooden accent wall, and a balcony, showcasing a sleek and stylish design.",,,,
b691,AI,Modern Two-Story House with Yellow and Orange Facade,"A modern two-story house featuring a yellow and orange facade, flat roof, large glass windows, and a wooden entrance gate, showcasing a vibrant and contemporary design.",,,,
b692,AI,Contemporary Modern House with Gray Stucco Exterior,"A contemporary modern house featuring a gray stucco exterior, flat roof, large glass windows, a wooden accent wall, and a balcony, showcasing a sleek and stylish design.",,,,
b693,AI,Sleek Modern Villa with White Stucco Exterior,"A modern minimalist villa with a white stucco exterior, flat roof, and large glass windows showcasing a bright and airy interior.",,,,
b694,AI,Contemporary Modern House with Dark Wood Facade,"A contemporary modern house featuring a dark wood facade, flat roof, large glass windows, and a minimalist garden, showcasing a sleek and sophisticated design.",,,,
b695,AI,Modern Minimalist House with Wood Facade,"A modern minimalist house featuring a wood facade, flat roof, large glass windows, and a balcony, creating a warm and inviting atmosphere.",,,,
b696,AI,Modern Contemporary House with White Metal Siding,"A modern contemporary house featuring white metal siding, a flat roof, large glass windows, and a wooden accent wall, creating a sleek and minimalist design.",,,,
b697,AI,Traditional Spanish Colonial House,"A traditional Spanish Colonial house featuring a terracotta tile roof, stucco walls, a balcony, and a lush green lawn, showcasing a classic and charming design.",,,,
b698,AI,Rustic Mud House with Terracotta Tile Roof,"A rustic mud house featuring a terracotta tile roof, wooden windows, and a charming garden setting surrounded by lush greenery, showcasing a traditional and eco-friendly design.",,,,
b699,AI,Rural Farmhouse with Terracotta Tile Roof and Green Facade,"A rural farmhouse featuring a terracotta tile roof, green facade, and a peaceful garden setting surrounded by lush greenery and rolling hills.",,,,
